category_value,category,locationdesc,location,year,avg_data_value
NHOPI,Race,Washington,WA,2017,0
NHOPI,Race,Washington,WA,2018,0
NHOPI,Race,Washington,WA,2019,0
NHOPI,Race,West Virginia,WV,2019,0
NHOPI,Race,Wisconsin,WI,2016,0
NHOPI,Race,Wisconsin,WI,2017,0
NHOPI,Race,Wisconsin,WI,2018,0
NHOPI,Race,Wisconsin,WI,2019,0
NHOPI,Race,Wyoming,WY,2014,0
NHOPI,Race,Wyoming,WY,2015,0
NHOPI,Race,Wyoming,WY,2016,0
NHOPI,Race,Wyoming,WY,2017,0
NHOPI,Race,Wyoming,WY,2018,0
Not Hispanic,Ethnicity,Alaska,AK,2015,0
Not Hispanic,Ethnicity,Arizona,AZ,2014,4.12
Not Hispanic,Ethnicity,Arizona,AZ,2015,0
Not Hispanic,Ethnicity,Arizona,AZ,2016,24.73
Not Hispanic,Ethnicity,Arizona,AZ,2017,190.96
Not Hispanic,Ethnicity,Arizona,AZ,2018,280.27
Not Hispanic,Ethnicity,Arizona,AZ,2019,0
Not Hispanic,Ethnicity,Arkansas,AR,2015,0
Not Hispanic,Ethnicity,Arkansas,AR,2016,3.31
Not Hispanic,Ethnicity,Arkansas,AR,2018,3.31
Not Hispanic,Ethnicity,California,CA,2016,0.25
Not Hispanic,Ethnicity,Colorado,CO,2015,3.48
Not Hispanic,Ethnicity,Colorado,CO,2016,3.47
Not Hispanic,Ethnicity,Colorado,CO,2017,3.48
Not Hispanic,Ethnicity,Colorado,CO,2018,5.21
Not Hispanic,Ethnicity,Colorado,CO,2019,1.74
Not Hispanic,Ethnicity,Connecticut,CT,2016,39.27
Not Hispanic,Ethnicity,Connecticut,CT,2017,11.22
Not Hispanic,Ethnicity,Connecticut,CT,2018,5.61
Not Hispanic,Ethnicity,Connecticut,CT,2019,0
Not Hispanic,Ethnicity,Delaware,DE,2017,0
Not Hispanic,Ethnicity,Delaware,DE,2019,10.27
Not Hispanic,Ethnicity,Georgia,GA,2019,4.71
Not Hispanic,Ethnicity,Hawaii,HI,2019,0
Not Hispanic,Ethnicity,Illinois,IL,2017,0.79
Not Hispanic,Ethnicity,Indiana,IN,2014,138.15
Not Hispanic,Ethnicity,Indiana,IN,2015,0
Not Hispanic,Ethnicity,Indiana,IN,2016,2.97
Not Hispanic,Ethnicity,Indiana,IN,2018,4.46
Not Hispanic,Ethnicity,Indiana,IN,2019,5.95
Not Hispanic,Ethnicity,Kentucky,KY,2017,2.24
Not Hispanic,Ethnicity,Kentucky,KY,2018,4.48
Not Hispanic,Ethnicity,Kentucky,KY,2019,0
Not Hispanic,Ethnicity,Maine,ME,2017,7.44
Not Hispanic,Ethnicity,Maine,ME,2018,7.44
Not Hispanic,Ethnicity,Maryland,MD,2015,38.04
Not Hispanic,Ethnicity,Maryland,MD,2016,28.12
Not Hispanic,Ethnicity,Maryland,MD,2017,39.7
Not Hispanic,Ethnicity,Maryland,MD,2018,21.5
Not Hispanic,Ethnicity,Maryland,MD,2019,19.85
Not Hispanic,Ethnicity,Massachusetts,MA,2015,2.9
Not Hispanic,Ethnicity,Massachusetts,MA,2017,10.16
Not Hispanic,Ethnicity,Massachusetts,MA,2018,8.71
Not Hispanic,Ethnicity,Michigan,MI,2015,0
Not Hispanic,Ethnicity,Michigan,MI,2018,3
Not Hispanic,Ethnicity,Michigan,MI,2019,1
Not Hispanic,Ethnicity,Minnesota,MN,2014,56.74
Not Hispanic,Ethnicity,Minnesota,MN,2015,117.03
Not Hispanic,Ethnicity,Minnesota,MN,2016,290.8
Not Hispanic,Ethnicity,Minnesota,MN,2017,212.78
Not Hispanic,Ethnicity,Minnesota,MN,2018,148.95
Not Hispanic,Ethnicity,Minnesota,MN,2019,152.49
Not Hispanic,Ethnicity,Mississippi,MS,2014,6.72
Not Hispanic,Ethnicity,Mississippi,MS,2015,0
Not Hispanic,Ethnicity,Mississippi,MS,2018,3.36
Not Hispanic,Ethnicity,Mississippi,MS,2019,6.72
Not Hispanic,Ethnicity,Missouri,MO,2014,0
Not Hispanic,Ethnicity,Missouri,MO,2016,19.55
Not Hispanic,Ethnicity,Missouri,MO,2017,22.81
Not Hispanic,Ethnicity,Missouri,MO,2018,6.52
Not Hispanic,Ethnicity,Missouri,MO,2019,16.29
Not Hispanic,Ethnicity,Montana,MT,2016,9.36
Not Hispanic,Ethnicity,Nevada,NV,2015,90.9
Not Hispanic,Ethnicity,Nevada,NV,2016,120.13
Not Hispanic,Ethnicity,Nevada,NV,2017,103.89
Not Hispanic,Ethnicity,Nevada,NV,2018,90.91
Not Hispanic,Ethnicity,Nevada,NV,2019,94.15
Not Hispanic,Ethnicity,New Jersey,NJ,2019,23.64
Not Hispanic,Ethnicity,New Mexico,NM,2019,4.77
Not Hispanic,Ethnicity,North Dakota,ND,2015,13.12
Not Hispanic,Ethnicity,North Dakota,ND,2016,13.12
Not Hispanic,Ethnicity,North Dakota,ND,2017,0
Not Hispanic,Ethnicity,Ohio,OH,2014,0
Not Hispanic,Ethnicity,Ohio,OH,2015,0
Not Hispanic,Ethnicity,Ohio,OH,2017,0.86
Not Hispanic,Ethnicity,Ohio,OH,2018,0.86
Not Hispanic,Ethnicity,Ohio,OH,2019,2.57
Not Hispanic,Ethnicity,Oklahoma,OK,2015,32.85
Not Hispanic,Ethnicity,Oklahoma,OK,2016,98.56
Not Hispanic,Ethnicity,Oklahoma,OK,2017,30.32
Not Hispanic,Ethnicity,Oklahoma,OK,2018,73.29
Not Hispanic,Ethnicity,Oklahoma,OK,2019,108.67
Not Hispanic,Ethnicity,Oregon,OR,2019,11.85
Not Hispanic,Ethnicity,Rhode Island,RI,2016,9.44
Not Hispanic,Ethnicity,Rhode Island,RI,2017,56.64
Not Hispanic,Ethnicity,Rhode Island,RI,2018,18.88
Not Hispanic,Ethnicity,Rhode Island,RI,2019,56.64
Not Hispanic,Ethnicity,South Carolina,SC,2015,5.83
Not Hispanic,Ethnicity,South Carolina,SC,2016,11.65
Not Hispanic,Ethnicity,South Carolina,SC,2017,11.65
Not Hispanic,Ethnicity,South Carolina,SC,2018,15.54
Not Hispanic,Ethnicity,South Carolina,SC,2019,9.71
Not Hispanic,Ethnicity,Tennessee,TN,2015,2.93
Not Hispanic,Ethnicity,Tennessee,TN,2016,27.82
Not Hispanic,Ethnicity,Tennessee,TN,2017,27.82
Not Hispanic,Ethnicity,Tennessee,TN,2018,4.39
Not Hispanic,Ethnicity,Tennessee,TN,2019,26.35
Not Hispanic,Ethnicity,Texas,TX,2014,175.2
Not Hispanic,Ethnicity,Texas,TX,2015,148.29
Not Hispanic,Ethnicity,Texas,TX,2016,134.5
Not Hispanic,Ethnicity,Texas,TX,2017,19.66
Not Hispanic,Ethnicity,Texas,TX,2018,26.55
Not Hispanic,Ethnicity,Texas,TX,2019,16.21
Not Hispanic,Ethnicity,Utah,UT,2014,34.31
Not Hispanic,Ethnicity,Utah,UT,2015,0
Not Hispanic,Ethnicity,Utah,UT,2019,9.36
Not Hispanic,Ethnicity,Vermont,VT,2019,16.03
Not Hispanic,Ethnicity,Virginia,VA,2019,5.86
Not Hispanic,Ethnicity,Washington,WA,2015,0
Not Hispanic,Ethnicity,Washington,WA,2017,1.31
Not Hispanic,Ethnicity,Washington,WA,2018,5.25
Not Hispanic,Ethnicity,Washington,WA,2019,3.94
Not Hispanic,Ethnicity,West Virginia,WV,2019,55.8
Not Hispanic,Ethnicity,Wisconsin,WI,2015,0
Not Hispanic,Ethnicity,Wisconsin,WI,2016,22.33
Not Hispanic,Ethnicity,Wisconsin,WI,2017,37.79
Not Hispanic,Ethnicity,Wisconsin,WI,2018,29.2
Not Hispanic,Ethnicity,Wisconsin,WI,2019,46.37
Not Hispanic,Ethnicity,Wyoming,WY,2014,17.28
Not Hispanic,Ethnicity,Wyoming,WY,2015,0
Not Hispanic,Ethnicity,Wyoming,WY,2016,17.28
Not Hispanic,Ethnicity,Wyoming,WY,2017,0
Not Hispanic,Ethnicity,Wyoming,WY,2018,51.84
White,Race,Alaska,AK,2015,0
White,Race,Alaska,AK,2016,13.67
White,Race,Arizona,AZ,2014,2.75
White,Race,Arizona,AZ,2015,0
White,Race,Arizona,AZ,2016,28.85
White,Race,Arizona,AZ,2017,182.72
White,Race,Arizona,AZ,2018,181.35
White,Race,Arkansas,AR,2015,0
White,Race,Arkansas,AR,2016,0
White,Race,Arkansas,AR,2018,0
White,Race,California,CA,2016,0
White,Race,Colorado,CO,2015,3.48
White,Race,Colorado,CO,2016,1.74
White,Race,Colorado,CO,2017,5.21
White,Race,Colorado,CO,2018,1.74
White,Race,Colorado,CO,2019,0
White,Race,Connecticut,CT,2016,19.63
White,Race,Connecticut,CT,2017,11.22
White,Race,Connecticut,CT,2018,5.61
White,Race,Connecticut,CT,2019,2.8
White,Race,Delaware,DE,2017,10.27
White,Race,Delaware,DE,2019,0
White,Race,Georgia,GA,2019,4.71
White,Race,Hawaii,HI,2015,7.06
White,Race,Hawaii,HI,2017,7.06
White,Race,Illinois,IL,2017,0
White,Race,Indiana,IN,2014,124.78
White,Race,Indiana,IN,2015,4.46
White,Race,Indiana,IN,2016,0
White,Race,Indiana,IN,2018,4.46
White,Race,Indiana,IN,2019,7.43
White,Race,Kentucky,KY,2017,2.24
White,Race,Kentucky,KY,2018,4.48
White,Race,Kentucky,KY,2019,2.24
White,Race,Louisiana,LA,2015,6.45
White,Race,Louisiana,LA,2016,12.91
White,Race,Louisiana,LA,2017,58.08
White,Race,Louisiana,LA,2018,12.9
White,Race,Louisiana,LA,2019,10.75
White,Race,Maine,ME,2017,7.44
White,Race,Maine,ME,2018,7.44
White,Race,Maryland,MD,2015,11.58
White,Race,Maryland,MD,2016,4.96
White,Race,Maryland,MD,2017,9.92
White,Race,Maryland,MD,2018,4.96
White,Race,Maryland,MD,2019,4.96
White,Race,Massachusetts,MA,2015,2.9
White,Race,Massachusetts,MA,2016,1.45
White,Race,Massachusetts,MA,2017,2.9
White,Race,Massachusetts,MA,2018,1.45
White,Race,Massachusetts,MA,2019,7.25
White,Race,Michigan,MI,2015,0
White,Race,Michigan,MI,2016,0
White,Race,Michigan,MI,2018,1
White,Race,Michigan,MI,2019,28.04
White,Race,Minnesota,MN,2014,19.5
White,Race,Minnesota,MN,2015,86.89
White,Race,Minnesota,MN,2016,251.79
White,Race,Minnesota,MN,2017,127.66
White,Race,Minnesota,MN,2018,109.94
White,Race,Minnesota,MN,2019,118.8
White,Race,Mississippi,MS,2014,3.36
White,Race,Mississippi,MS,2015,0
White,Race,Mississippi,MS,2018,3.36
White,Race,Mississippi,MS,2019,0
White,Race,Missouri,MO,2014,26.07
White,Race,Missouri,MO,2015,1.63
White,Race,Missouri,MO,2016,4.89
White,Race,Missouri,MO,2017,8.15
White,Race,Missouri,MO,2018,3.26
White,Race,Missouri,MO,2019,8.15
White,Race,Montana,MT,2016,0
White,Race,Nebraska,NE,2015,0
White,Race,Nevada,NV,2015,16.24
White,Race,Nevada,NV,2016,16.24
White,Race,Nevada,NV,2017,48.7
White,Race,Nevada,NV,2018,35.71
White,Race,Nevada,NV,2019,35.71
White,Race,New Jersey,NJ,2019,18.01
White,Race,New Mexico,NM,2019,0
White,Race,North Dakota,ND,2015,0
White,Race,North Dakota,ND,2016,13.12
White,Race,North Dakota,ND,2017,13.12
White,Race,North Dakota,ND,2018,13.12
White,Race,Ohio,OH,2014,5.13
White,Race,Ohio,OH,2015,0
White,Race,Ohio,OH,2017,0.86
White,Race,Ohio,OH,2018,0
White,Race,Ohio,OH,2019,0.86
White,Race,Oklahoma,OK,2015,15.16
White,Race,Oklahoma,OK,2016,73.29
White,Race,Oklahoma,OK,2017,7.58
White,Race,Oklahoma,OK,2018,50.54
White,Race,Oklahoma,OK,2019,80.87
White,Race,Oregon,OR,2017,7.11
White,Race,Oregon,OR,2019,14.22
White,Race,Rhode Island,RI,2016,9.44
White,Race,Rhode Island,RI,2017,18.88
White,Race,Rhode Island,RI,2018,9.44
White,Race,Rhode Island,RI,2019,28.32
White,Race,South Carolina,SC,2015,0
White,Race,South Carolina,SC,2016,1.94
White,Race,South Carolina,SC,2017,9.71
White,Race,South Carolina,SC,2018,3.88
White,Race,South Carolina,SC,2019,5.83
White,Race,Tennessee,TN,2015,0
White,Race,Tennessee,TN,2016,14.64
White,Race,Tennessee,TN,2017,21.96
White,Race,Tennessee,TN,2018,1.46
White,Race,Tennessee,TN,2019,19.03
White,Race,Texas,TX,2014,220.72
White,Race,Texas,TX,2015,147.61
White,Race,Texas,TX,2016,144.5
White,Race,Texas,TX,2017,12.76
White,Race,Texas,TX,2018,19.66
White,Race,Texas,TX,2019,17.24
White,Race,Utah,UT,2014,34.31
White,Race,Utah,UT,2015,0
White,Race,Utah,UT,2018,3.12
White,Race,Utah,UT,2019,93.58
White,Race,Vermont,VT,2018,0
White,Race,Vermont,VT,2019,16.03
White,Race,Virginia,VA,2019,1.17
White,Race,Washington,WA,2015,0
White,Race,Washington,WA,2016,0
White,Race,Washington,WA,2017,2.63
White,Race,Washington,WA,2018,13.13
White,Race,Washington,WA,2019,27.58
White,Race,West Virginia,WV,2019,55.8
White,Race,Wisconsin,WI,2016,5.15
White,Race,Wisconsin,WI,2017,18.89
White,Race,Wisconsin,WI,2018,1.72
White,Race,Wisconsin,WI,2019,202.67
White,Race,Wyoming,WY,2014,51.84
White,Race,Wyoming,WY,2015,0
White,Race,Wyoming,WY,2016,17.28
White,Race,Wyoming,WY,2017,17.28
White,Race,Wyoming,WY,2018,51.84
